period,obs,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,c_obs,c_unc
104,681,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,799.386,100
104,682,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,743.582,100
104,683,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,626.05,100
104,684,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,581.766,100
105,685,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,745.8000000000001,100
105,686,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,741.9870000000001,100
105,687,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,637.865,100
105,688,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,678.0240000000001,100
105,689,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,526.539,100
105,690,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,601.603,100
106,691,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,816.6119999999999,100
106,692,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,760.514,100
106,693,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,758.773,100
106,694,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,699.452,100
106,695,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,660.311,100
106,696,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,531.9789999999999,100
108,703,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,819.357,100
108,704,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,834.2059999999999,100
108,705,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,876.3580000000001,100
108,706,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,791.508,100
108,707,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,665.393,100
108,708,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,656.8649999999999,100
109,709,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,577.211,100
109,710,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,491.68,100
109,711,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,449.68600000000004,100
109,712,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,387.27200000000005,100
109,713,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,412.563,100
109,714,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,385.805,100
110,715,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,770.8960000000001,100
110,716,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,858.8599999999999,100
110,717,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,764.409,100
110,718,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,775.043,100
110,719,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,483.447,100
110,720,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,509.53499999999997,100
111,721,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,759.4499999999999,100
111,722,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,620.9350000000001,100
111,723,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,576.822,100
111,724,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,572.463,100
111,725,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,527.072,100
111,726,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,430.303,100
112,727,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,965.593,100
112,728,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,761.464,100
112,729,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,909.544,100
112,730,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,818.775,100
112,731,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,820.875,100
112,732,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,749.8580000000001,100
113,733,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,835.437,100
113,734,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,801.4369999999999,100
113,735,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,782.325,100
113,736,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,742.256,100
113,737,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,639.673,100
113,738,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,484.89300000000003,100
114,739,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,729.46,100
114,740,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,614.314,100
114,741,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,717.1469999999999,100
114,742,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,643.149,100
114,743,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,597.7470000000001,100
114,744,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,574.576,100
115,745,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,752.914,100
115,746,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,653.985,100
115,747,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,618.5699999999999,100
115,748,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,485.495,100
115,749,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,491.734,100
115,750,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,488.442,100
116,751,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,826.8340000000001,100
116,752,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,713.3369999999999,100
116,753,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,714.263,100
116,754,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,665.637,100
116,755,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,585.307,100
116,756,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,660.337,100
117,757,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,774.2239999999999,100
117,758,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,786.172,100
117,759,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,813.1709999999999,100
117,760,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,726.7040000000001,100
117,761,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,652.1439999999999,100
117,762,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,545.97,100
118,763,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,844.387,100
118,764,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,792.445,100
118,765,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,701.644,100
118,766,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,729.551,100
118,767,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,693.374,100
118,768,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,643.061,100
119,769,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,577.201,100
119,770,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,522.648,100
119,771,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,409.101,100
119,772,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,400.81000000000006,100
119,773,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,331.919,100
119,774,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,303.24,100
120,775,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,746.11,100
120,776,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,827.335,100
120,777,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,776.225,100
120,778,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,716.426,100
120,779,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,726.113,100
120,780,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,699.646,100
121,781,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,786.215,100
121,782,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,707.4809999999999,100
121,783,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,650.9010000000001,100
121,784,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,704.783,100
121,785,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,519.3639999999999,100
121,786,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,530.361,100
122,787,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,918.5649999999999,100
122,788,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,865.0020000000001,100
122,789,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,908.462,100
122,790,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,864.4799999999999,100
122,791,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,734.565,100
122,792,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,796.7749999999999,100
123,793,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,905.2070000000001,100
123,794,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,841.2539999999999,100
123,795,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,912.627,100
123,796,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,768.297,100
123,797,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,671.7780000000001,100
123,798,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,715.1479999999999,100
124,799,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,852.216,100
124,800,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,786.64,100
124,801,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,738.633,100
124,802,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,599.6850000000001,100
124,803,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,550.1030000000001,100
124,804,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,479.169,100
125,805,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,777.169,100
125,806,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,743.5240000000001,100
125,807,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,671.945,100
125,808,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,625.679,100
125,809,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,566.8729999999999,100
125,810,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,574.086,100
127,817,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,883.491,100
127,818,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,862.3609999999999,100
127,819,2.97,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,889.019,100
127,820,3.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,729.5050000000001,100
127,821,4.94,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,742.374,100
127,822,5.96,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,673.296,100
129,829,0.95,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,613.713,100
129,830,1.93,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,498.06399999999996,100
